,Brewery Name,Beer Name,Beer Type,ABV %,Num of Ratings,Avg Rating
316,Tree House Brewing Company,Sweet Ride - Fluffernutter,Stout - Sweet / Milk,11.0,15,4.42
317,Tree House Brewing Company,Sweet Ride - Peanut Butter + Hazelnut Coffee,Stout - Sweet / Milk,10.5,24,4.31
318,Tree House Brewing Company,Tangerine Tart,Sour - Berliner Weisse,4.0,28,4.2
319,Tree House Brewing Company,Tango,IPA - New England,6.9,111,4.3
320,Tree House Brewing Company,Tempo,Pilsner - German,4.6,6,4.04
321,Tree House Brewing Company,Thank You,IPA - American,8.1,15,4.05
322,Tree House Brewing Company,Thankful,IPA - American,7.0,36,4.14
323,Tree House Brewing Company,That's What She Said,Stout - Sweet / Milk,5.6,853,4.23
324,Tree House Brewing Company,That's What She Said - Banana,Stout - Sweet / Milk,5.6,0,0.0
325,Tree House Brewing Company,That's What She Said - Chocolate Truffle,Stout - Sweet / Milk,5.6,1,4.5
326,Tree House Brewing Company,That's What She Said - Marshmallow,Stout - Sweet / Milk,5.6,4,4.64
327,Tree House Brewing Company,That's What She Said - Oreo,Stout - Sweet / Milk,5.6,2,4.4
328,Tree House Brewing Company,That's What She Said - Vanilla Bean,Stout - Sweet / Milk,5.6,9,4.52
329,Tree House Brewing Company,The Universe Is Indifferent,Stout - Sweet / Milk,10.8,25,4.37
330,Tree House Brewing Company,Tornado,Pale Ale - American,5.6,600,4.22
331,Tree House Brewing Company,Tradition,Stout - Sweet / Milk,10.4,19,4.49
332,Tree House Brewing Company,Trail,Pilsner - German,5.2,299,3.98
333,Tree House Brewing Company,Trail Puncheon,Pilsner - German,5.2,19,4.07
334,Tree House Brewing Company,Trailbreaker,Pilsner - German,5.1,0,0.0
335,Tree House Brewing Company,Tranquility,IPA - Imperial,8.2,22,4.4
336,Tree House Brewing Company,Treat,IPA - New England,8.1,262,4.33
337,Tree House Brewing Company,Treat - Guava,IPA - Imperial,8.1,5,4.59
338,Tree House Brewing Company,Treat - Mango,IPA - Imperial,8.1,2,4.01
339,Tree House Brewing Company,Tree Of Hope,Barleywine - American,14.2,28,4.59
340,Tree House Brewing Company,Tree Of Life,Barleywine - American,11.8,90,4.11
341,Tree House Brewing Company,Tree Of Life - Blended,Barleywine - American,0.0,24,4.47
342,Tree House Brewing Company,Tree Of Life - Blended (Batch 2),Barleywine - American,0.0,23,4.4
343,Tree House Brewing Company,Tree Of Life - Tawny Port Barrel-Aged,Barleywine - American,13.2,8,4.48
344,Tree House Brewing Company,Tree of Light,Barleywine - American,0.0,3,4.63
345,Tree House Brewing Company,Trick,IPA - New England,8.3,70,4.26
346,Tree House Brewing Company,Triple Shot - House Blend,Stout - American Imperial,9.7,64,4.44
347,Tree House Brewing Company,Triple Shot - Oreo,Stout - American Imperial,9.3,3,4.87
348,Tree House Brewing Company,Truth,Stout - American Imperial,12.3,33,4.85
349,Tree House Brewing Company,Truth - Vanilla Bean,Stout - American Imperial,13.2,23,4.7
350,Tree House Brewing Company,Unity,Pale Ale - American,5.3,22,4.15
351,Tree House Brewing Company,Vanilla Bean Tree of Truth,Strong Ale - American,0.0,1,4.66
352,Tree House Brewing Company,Very GGGreennn,IPA - New England,8.3,292,4.73
353,Tree House Brewing Company,Very Green,IPA - New England,8.6,1517,4.69
354,Tree House Brewing Company,Very Hazy,IPA - New England,8.6,1113,4.74
355,Tree House Brewing Company,Very HHHazyyy,IPA - Imperial,8.8,51,4.72
356,Tree House Brewing Company,Very Sappy,IPA - Imperial,8.2,57,4.42
357,Tree House Brewing Company,Vivid,IPA - Imperial,8.2,64,4.3
358,Tree House Brewing Company,Vivid W/ Passion Fruit,IPA - Imperial,8.2,1,4.5
359,Tree House Brewing Company,Vivid W/ Peach,IPA - Imperial,8.2,1,4.5
360,Tree House Brewing Company,Walk In the Sun,IPA - Imperial,8.1,37,4.3
361,Tree House Brewing Company,Wanderer,Lager - Helles,5.0,80,4.11
362,Tree House Brewing Company,Warmth,Quadrupel (Quad),9.6,25,4.17
363,Tree House Brewing Company,We Are Made Of The Same Stardust,Stout - Sweet / Milk,0.0,20,4.34
364,Tree House Brewing Company,Weeknight,IPA - Imperial,7.9,20,4.33
365,Tree House Brewing Company,Where’d The 90’s Go?,Pale Ale - American,5.3,47,4.14
366,Tree House Brewing Company,Whisper,Lager - Märzen / Oktoberfest,5.3,26,4.17
367,Tree House Brewing Company,Wishful,IPA - American,7.2,25,4.17
368,Tree House Brewing Company,[Blank],Stout - American Imperial,0.0,11,4.43
369,Tree House Brewing Company,Abstraction - Coffee & Vanilla,Porter - Imperial,8.8,33,4.28
370,Tree House Brewing Company,Aftermath,Stout - American Imperial,9.0,4,4.32
371,Tree House Brewing Company,All That Is And All That Ever Will Be - Bananas!,Stout - Sweet / Milk,6.5,5,4.6
372,Tree House Brewing Company,All That Is And All That Ever Will Be - Black Currants,Stout - Sweet / Milk,6.5,3,4.43
373,Tree House Brewing Company,All That Is and All That Ever Will Be - Coconut,Stout - Sweet / Milk,6.5,7,4.75
374,Tree House Brewing Company,All That Is And All That Ever Will Be - Maple,Stout - Sweet / Milk,6.5,3,4.55
375,Tree House Brewing Company,All That Is and All That Will Ever Be Chocolate Truffle,Stout - Sweet / Milk,6.5,3,4.67
376,Tree House Brewing Company,And Miles To Go Before I Sleep - Banana,Stout - American Imperial,10.0,4,4.38
377,Tree House Brewing Company,And Miles To Go Before I Sleep - Oreo,Stout - American Imperial,10.0,4,4.76
378,Tree House Brewing Company,Awesome Autumn Ale,Herb and Spice Beer,8.9,26,3.91
379,Tree House Brewing Company,BBBrighttt - Citra W/ Passionfruit & Blood Orange,IPA - Imperial,7.7,1,4.0
380,Tree House Brewing Company,Blend One,Stout - American Imperial,0.0,12,4.65
381,Tree House Brewing Company,Blood Orange Eureka W/ Citra,Blonde Ale - American,4.1,1,4.28
382,Tree House Brewing Company,Cadence,Pale Ale - American,5.4,31,4.25
383,Tree House Brewing Company,Candy Shop - Marshmallow,Stout - Sweet / Milk,9.4,3,4.57
384,Tree House Brewing Company,Candy Shop - Oreo,Stout - Sweet / Milk,9.4,2,4.36
385,Tree House Brewing Company,Criterium,IPA - American,7.0,22,4.21
386,Tree House Brewing Company,Curiosity Eight,IPA - Imperial,8.2,45,4.45
387,Tree House Brewing Company,Curiosity Eighteen,IPA - Imperial,8.0,66,4.48
388,Tree House Brewing Company,Curiosity Eighty,IPA - Imperial,8.1,45,4.51
389,Tree House Brewing Company,Curiosity Eighty Eight,IPA - Imperial,8.1,53,4.4
390,Tree House Brewing Company,Curiosity Eighty Five,IPA - Imperial,8.0,31,4.34
391,Tree House Brewing Company,Curiosity Eighty Four,IPA - Imperial,7.9,36,4.3
392,Tree House Brewing Company,Curiosity Eighty Nine,IPA - Imperial,8.3,39,4.36
393,Tree House Brewing Company,Curiosity Eighty One,IPA - Imperial,7.9,33,4.39
394,Tree House Brewing Company,Curiosity Eighty Seven,IPA - Imperial,8.0,48,4.39
395,Tree House Brewing Company,Curiosity Eighty Six,IPA - Imperial,7.8,36,4.33
396,Tree House Brewing Company,Curiosity Eighty Three,IPA - Imperial,8.4,33,4.43
397,Tree House Brewing Company,Curiosity Eighty Two,IPA - Imperial,8.0,35,4.37
398,Tree House Brewing Company,Curiosity Eleven,IPA - American,7.8,28,4.48
399,Tree House Brewing Company,Curiosity Fifteen,IPA - American,7.1,76,4.31
400,Tree House Brewing Company,Curiosity Fifty,IPA - New England,6.6,63,4.33
401,Tree House Brewing Company,Curiosity Fifty Eight,IPA - New England,8.1,64,4.5
402,Tree House Brewing Company,Curiosity Fifty Five,IPA - Imperial,7.9,33,4.54
403,Tree House Brewing Company,Curiosity Fifty Four,IPA - Imperial,8.1,50,4.32
404,Tree House Brewing Company,Curiosity Fifty Nine,IPA - New England,8.2,65,4.51
405,Tree House Brewing Company,Curiosity Fifty One,IPA - American,7.0,34,4.31
406,Tree House Brewing Company,Curiosity Fifty Seven,IPA - Imperial,8.3,65,4.52
407,Tree House Brewing Company,Curiosity Fifty Six,IPA - Imperial,8.0,28,4.42
408,Tree House Brewing Company,Curiosity Fifty Three,IPA - Imperial,8.1,46,4.44
409,Tree House Brewing Company,Curiosity Fifty Two,IPA - New England,6.7,42,4.3
410,Tree House Brewing Company,Curiosity Five,IPA - Imperial,8.4,35,4.58
411,Tree House Brewing Company,Curiosity Forty,IPA - Imperial,7.2,81,4.33
412,Tree House Brewing Company,Curiosity Forty Eight,IPA - Imperial,7.7,41,4.51
413,Tree House Brewing Company,Curiosity Forty Five,IPA - New England,6.9,42,4.57
414,Tree House Brewing Company,Curiosity Forty Four,IPA - New England,7.8,92,4.5
415,Tree House Brewing Company,Curiosity Forty Nine,IPA - Imperial,7.9,34,4.55
416,Tree House Brewing Company,Curiosity Forty One,IPA - American,6.7,51,4.29
417,Tree House Brewing Company,Curiosity Forty Seven,IPA - Imperial,7.8,63,4.32
418,Tree House Brewing Company,Curiosity Forty Six,IPA - New England,6.9,84,4.34
419,Tree House Brewing Company,Curiosity Forty Three,IPA - American,7.1,68,4.29
420,Tree House Brewing Company,Curiosity Forty Two,IPA - American,6.8,54,4.32
421,Tree House Brewing Company,Curiosity Four,IPA - Imperial,8.6,17,4.31
422,Tree House Brewing Company,Curiosity Fourteen,IPA - American,6.8,141,4.5
423,Tree House Brewing Company,Curiosity Nine,IPA - American,7.0,31,4.51
424,Tree House Brewing Company,Curiosity Nineteen,IPA - Imperial,7.9,21,4.53
425,Tree House Brewing Company,Curiosity Ninety,IPA - Imperial,7.9,44,4.41
426,Tree House Brewing Company,Curiosity Ninety Five,IPA - Imperial,0.0,19,4.32
427,Tree House Brewing Company,Curiosity Ninety Four,IPA - Imperial,0.0,21,4.33
428,Tree House Brewing Company,Curiosity Ninety One,IPA - Imperial,8.1,42,4.28
429,Tree House Brewing Company,Curiosity Ninety Six,IPA - New England,8.2,24,4.36
430,Tree House Brewing Company,Curiosity Ninety Three,IPA - Imperial,8.2,20,4.29
431,Tree House Brewing Company,Curiosity Ninety Two,IPA - Imperial,8.3,41,4.35
432,Tree House Brewing Company,Curiosity One,Pale Ale - American,5.4,17,4.18
433,Tree House Brewing Company,Curiosity Seven,IPA - American,7.0,42,4.34
434,Tree House Brewing Company,Curiosity Seventeen,IPA - Imperial,8.3,31,4.54
435,Tree House Brewing Company,Curiosity Seventy,IPA - Imperial,8.1,54,4.44
436,Tree House Brewing Company,Curiosity Seventy Eight,IPA - Imperial,8.3,41,4.43
437,Tree House Brewing Company,Curiosity Seventy Five,IPA - Imperial,8.2,34,4.4
438,Tree House Brewing Company,Curiosity Seventy Four,IPA - Imperial,8.1,41,4.39
439,Tree House Brewing Company,Curiosity Seventy Nine,IPA - Imperial,8.3,44,4.44
440,Tree House Brewing Company,Curiosity Seventy One,IPA - Imperial,8.4,46,4.48
441,Tree House Brewing Company,Curiosity Seventy Seven,IPA - Imperial,8.3,42,4.37
442,Tree House Brewing Company,Curiosity Seventy Six,IPA - Imperial,8.1,55,4.41
443,Tree House Brewing Company,Curiosity Seventy Three,IPA - Imperial,8.3,38,4.35
444,Tree House Brewing Company,Curiosity Seventy Two,IPA - Imperial,7.9,44,4.35
445,Tree House Brewing Company,Curiosity Six,Pale Ale - American,5.4,31,4.35
446,Tree House Brewing Company,Curiosity Sixteen,IPA - American,6.2,60,4.43
447,Tree House Brewing Company,Curiosity Sixty,IPA - Imperial,8.0,34,4.37
448,Tree House Brewing Company,Curiosity Sixty Eight,IPA - Imperial,8.0,44,4.33
449,Tree House Brewing Company,Curiosity Sixty Five,IPA - Imperial,7.8,60,4.44
450,Tree House Brewing Company,Curiosity Sixty Four,IPA - New England,8.4,74,4.38
451,Tree House Brewing Company,Curiosity Sixty One,IPA - Imperial,7.9,55,4.35
452,Tree House Brewing Company,Curiosity Sixty Seven,IPA - Imperial,7.9,56,4.44
453,Tree House Brewing Company,Curiosity Sixty Six,IPA - Imperial,8.1,73,4.43
454,Tree House Brewing Company,Curiosity Sixty Six W/ Peach,IPA - Imperial,8.1,2,4.25
455,Tree House Brewing Company,Curiosity Sixty Three,IPA - Imperial,8.3,57,4.44
456,Tree House Brewing Company,Curiosity Sixty Two,IPA - Imperial,8.2,53,4.45
457,Tree House Brewing Company,Curiosity Ten,IPA - Imperial,8.1,35,4.59
458,Tree House Brewing Company,Curiosity Thirteen,IPA - American,6.6,97,4.53
459,Tree House Brewing Company,Curiosity Thirty,IPA - American,7.0,80,4.32
460,Tree House Brewing Company,Curiosity Thirty Eight,IPA - American,6.9,75,4.41
461,Tree House Brewing Company,Curiosity Thirty Five,IPA - Imperial,7.8,50,4.57
462,Tree House Brewing Company,Curiosity Thirty Four,IPA - American,6.7,67,4.49
463,Tree House Brewing Company,Curiosity Thirty Nine,IPA - Imperial,8.0,87,4.33
464,Tree House Brewing Company,Curiosity Thirty One,IPA - Imperial,7.8,80,4.49
465,Tree House Brewing Company,Curiosity Thirty Seven,IPA - American,6.6,97,4.37
466,Tree House Brewing Company,Curiosity Thirty Six,IPA - American,6.7,104,4.44
467,Tree House Brewing Company,Curiosity Thirty Three,IPA - American,7.0,91,4.32
468,Tree House Brewing Company,Curiosity Thirty Two,IPA - Imperial,8.0,109,4.6
469,Tree House Brewing Company,Curiosity Three,Pale Ale - American,5.4,22,4.26
470,Tree House Brewing Company,Curiosity Twelve,IPA - Imperial,8.3,33,4.52
471,Tree House Brewing Company,Curiosity Twenty,IPA - Imperial,8.0,64,4.49
472,Tree House Brewing Company,Curiosity Twenty Eight,IPA - Imperial,7.8,114,4.54
473,Tree House Brewing Company,Curiosity Twenty Five,IPA - American,7.0,103,4.36
474,Tree House Brewing Company,Curiosity Twenty Four,Pale Ale - American,5.4,83,4.35
475,Tree House Brewing Company,Curiosity Twenty Nine,IPA - Imperial,7.9,78,4.38
476,Tree House Brewing Company,Curiosity Twenty One,IPA - American,6.5,98,4.35
477,Tree House Brewing Company,Curiosity Twenty Seven,IPA - Imperial,8.0,144,4.65
478,Tree House Brewing Company,Curiosity Twenty Six,Pale Ale - American,5.5,101,4.27
479,Tree House Brewing Company,Curiosity Twenty Three,IPA - American,7.0,130,4.45
480,Tree House Brewing Company,Curiosity Twenty Two,IPA - American,7.0,190,4.63
481,Tree House Brewing Company,Curiosity Two,IPA - Imperial,9.2,19,4.25
482,Tree House Brewing Company,David,IPA - Imperial,8.0,92,4.63
483,Tree House Brewing Company,Dirty Chocolate - Ecuador,Stout - American,7.8,22,4.35
484,Tree House Brewing Company,Dirty Water,Blonde Ale - American,3.9,47,4.02
485,Tree House Brewing Company,Domestique,IPA - Imperial,8.0,25,4.26
486,Tree House Brewing Company,Doppelganger w/ Guava,IPA - New England,8.2,9,4.55
487,Tree House Brewing Company,Double Shot - Vanilla,Stout - American,7.6,28,4.71
488,Tree House Brewing Company,Double Shot - 3rd Anniversary Blend,Stout - American,8.2,105,4.58
489,Tree House Brewing Company,Double Shot - 4th Anniversary Blend,Stout - American Imperial,8.4,89,4.62
490,Tree House Brewing Company,Double Shot - 6th Anniversary Blend,Stout - American Imperial,9.2,53,4.56
491,Tree House Brewing Company,Double Shot - Almond,Stout - American,7.6,14,4.29
492,Tree House Brewing Company,Double Shot - Batch 500,Stout - American,8.6,122,4.61
493,Tree House Brewing Company,Double Shot - Black Currants,Stout - American Imperial,9.1,4,4.29
494,Tree House Brewing Company,Double Shot - Blackberry,Stout - American,7.6,6,4.34
495,Tree House Brewing Company,Double Shot - Blueberries,Stout - American,7.6,0,0.0
496,Tree House Brewing Company,Double Shot - Bourbon Vanilla Bean,Stout - American,7.8,14,4.55
497,Tree House Brewing Company,Double Shot - Burundi Bukeye,Stout - American,7.6,83,4.58
498,Tree House Brewing Company,Double Shot - Burundi Mpanga Kirema,Stout - American,8.7,68,4.51
499,Tree House Brewing Company,Double Shot - Cappuccino Tiramisu,Stout - American,7.6,11,4.67
500,Tree House Brewing Company,Double Shot - Chocolate & Vanilla,Stout - American Imperial,8.9,6,4.55
501,Tree House Brewing Company,Double Shot - Chocolate And Cherries,Stout - American,7.6,2,4.06
502,Tree House Brewing Company,Double Shot - Chocolate And Oranges,Stout - American,7.6,0,0.0
503,Tree House Brewing Company,Double Shot - Chocolate Peanut Butter Cups,Stout - American,7.6,15,4.53
504,Tree House Brewing Company,Double Shot - Chocolate Vanilla & Strawberry,Stout - American Imperial,9.2,4,4.53
505,Tree House Brewing Company,Double Shot - Chopped Brownies,Stout - American,7.6,1,4.43
506,Tree House Brewing Company,Double Shot - Chopped Oranges,Stout - American,7.6,13,4.41
507,Tree House Brewing Company,Double Shot - Christmas,Stout - American,8.5,92,4.54
508,Tree House Brewing Company,Double Shot - Cinnamon Rolls,Stout - American,7.6,8,4.63
509,Tree House Brewing Company,Double Shot - Coconut,Stout - American,7.6,27,4.57
510,Tree House Brewing Company,Double Shot - Colombia La Pirámide,Stout - American Imperial,8.9,52,4.41
511,Tree House Brewing Company,Double Shot - Colombian El Jordan,Stout - American,8.6,33,4.64
512,Tree House Brewing Company,Double Shot - Columbia El Novado,Stout - American,7.6,71,4.51
513,Tree House Brewing Company,Double Shot - Columbia La Primavera,Stout - American,7.6,23,4.56
514,Tree House Brewing Company,Double Shot - Cookie Dough,Stout - American Imperial,9.2,9,4.41
515,Tree House Brewing Company,Double Shot - Costa Rica Montes De Oro,Stout - American,8.7,77,4.63
516,Tree House Brewing Company,Double Shot - Costa Rica Santa Rosa,Stout - American,8.7,80,4.55
517,Tree House Brewing Company,Double Shot - Dark Cherries And Cocoa Nibs,Stout - American,7.6,13,4.57
518,Tree House Brewing Company,Double Shot - Dark Chocolate,Stout - American Imperial,9.2,12,4.52
519,Tree House Brewing Company,Double Shot - Double Coffee,Stout - American,7.6,10,4.49
520,Tree House Brewing Company,Double Shot - Double Coffee And Maple Syrup,Stout - American,7.6,2,4.83
521,Tree House Brewing Company,Double Shot - El Salvador Peaberry,Stout - American,7.6,83,4.55
522,Tree House Brewing Company,Double Shot - Elias Benata Sundried,Stout - American,7.6,26,4.44
523,Tree House Brewing Company,Double Shot - Espresso Chocolate Truffle,Stout - American,9.2,6,4.64
524,Tree House Brewing Company,Double Shot - Espresso Marshmallow,Stout - American Imperial,9.3,5,4.67
525,Tree House Brewing Company,Double Shot - Espresso Tiramisu,Stout - American Imperial,9.2,7,4.59
526,Tree House Brewing Company,Double Shot - Ethiopia Yirgacheffe,Stout - American,7.6,12,4.52
527,Tree House Brewing Company,Double Shot - Ethiopian Duromina,Stout - American Imperial,8.9,54,4.4
528,Tree House Brewing Company,Double Shot - Exotic Spice Blend,Stout - American,7.6,0,0.0
529,Tree House Brewing Company,Double Shot - Finca El Injerto Bourbon Coffee,Stout - American,7.6,5,4.71
530,Tree House Brewing Company,Double Shot - Finca El Puente Honduras,Stout - American,7.6,21,4.58
531,Tree House Brewing Company,Double Shot - Gracenote Kenya Irati,Stout - American Imperial,7.6,47,4.48
532,Tree House Brewing Company,Double Shot - Ground Cardamom,Stout - American,7.6,7,4.44
533,Tree House Brewing Company,Double Shot - Guatamala Candelaria,Stout - American,7.6,11,4.48
534,Tree House Brewing Company,Double Shot - Guatamala Finca De Dios,Stout - American,7.6,15,4.51
535,Tree House Brewing Company,Double Shot - Guatemala Bella Vista,Stout - American,8.5,77,4.55
536,Tree House Brewing Company,Double Shot - Guatemala El Socorro Maracaturra,Stout - American Imperial,9.6,60,4.51
537,Tree House Brewing Company,Double Shot - Hazelnut Praline,Stout - American,7.6,0,0.0
538,Tree House Brewing Company,Double Shot - Hazelnuts,Stout - American,7.6,0,0.0
539,Tree House Brewing Company,Double Shot - Kenya Karimikui,Stout - American Imperial,9.1,92,4.53
540,Tree House Brewing Company,Double Shot - Kenya Thiririka Ndundu,Stout - American Imperial,9.3,34,4.54
541,Tree House Brewing Company,Double Shot - Little Buddy,Stout - American Imperial,9.6,47,4.44
